churn;plan_int;minutos_dias;llamadas_dias;minutos_int;llamdas_int;reclamos
No;no;134.4;110;9.7;4;3
No;no;205.2;128;10.6;3;2
No;no;132.3;142;14.8;7;0
No;no;140.3;144;11.7;4;2
No;no;284.6;113;12.6;5;0
No;no;189.3;107;13.8;3;1
No;no;184.6;132;5.9;3;1
No;no;161.6;96;6.8;2;0
No;no;268.5;91;12.7;6;1
No;no;178;77;6.3;4;2
No;no;215.6;90;11.3;6;1
No;no;253.9;69;0.4;7;1
No;no;182.8;142;11.3;2;1
No;no;120;82;7.5;6;1
No;no;138.7;124;10.4;4;1
No;no;189;122;11.1;6;0
No;no;134.6;91;8.9;3;0
No;no;181.4;106;7.9;3;0
No;no;194.6;106;10.1;7;4
No;no;268.1;104;11.4;4;0
No;no;205.2;74;11.2;1;1
Yes;no;302.8;143;10.9;4;2
No;no;213.2;85;12.5;5;1
No;no;192;106;7.6;5;2
No;no;107.9;111;9.7;3;1
No;no;181.7;102;12.4;6;1
No;no;191.8;105;19.3;4;1
No;no;180.2;97;14.6;5;2
No;no;215.1;105;10.8;8;2
Yes;yes;234.6;84;8;2;1
No;no;158.2;94;8.5;2;2
No;no;204.2;98;6.5;6;1
No;no;221.8;105;12.1;3;2
No;no;183;113;10.2;3;1
No;no;221.5;103;11.6;4;1
No;no;228.1;77;7.5;1;0
Yes;yes;197.7;99;19.2;4;3
No;no;135.1;120;11;9;4
No;no;238.3;86;13.1;4;5
No;no;196.2;88;10.5;10;0
No;no;205.9;109;12.3;3;4
No;no;174.1;97;9.3;4;3
No;no;154.6;81;6.9;5;0
No;yes;186.2;112;10.9;4;3
No;no;176.1;113;11.9;4;1
No;no;156.6;82;12.6;1;1
No;no;163;75;11.3;3;3
No;no;103.6;78;11;4;2
No;no;162.1;98;7.7;1;0
No;no;149.2;125;9.4;3;4
No;no;187.3;108;9.5;3;3
Yes;no;222.4;90;9.9;3;2
Yes;no;82.7;94;10.6;4;0
No;no;215.2;73;10.9;7;0
No;yes;136.8;114;8;4;3
No;no;168;103;7.1;4;0
No;no;62.4;119;7.8;2;0
No;no;226;113;11.5;2;2
No;no;52.2;93;9.4;12;1
No;no;205.7;80;14.2;5;2
No;no;184.8;105;11.6;3;1
No;no;193.1;93;11.1;2;1
No;no;228.3;129;9.7;3;2
No;yes;225.5;95;11.6;10;2
No;no;215.4;94;12.5;5;1
No;no;163.5;107;10.3;1;2
No;no;244.7;104;7.4;6;0
No;no;216.7;70;11.6;6;1
No;no;196.8;79;14.6;5;1
No;no;197.3;120;15.3;7;1
No;no;208.7;57;9.1;5;1
No;no;168.4;53;9.8;3;1
No;no;129.4;69;10.4;3;1
No;yes;260.9;94;11.1;4;1
Yes;no;267.9;80;14.9;1;3
No;no;172.7;90;5.5;4;0
No;yes;159.1;80;8.5;5;0
No;no;166.8;138;12.4;9;2
No;no;145.7;89;9.5;5;1
No;no;129.4;104;12.3;4;1
No;no;171.5;77;10.2;1;0
Yes;no;180.6;134;10.6;6;4
No;no;225.7;133;11.2;5;3
No;no;153.8;64;8.4;5;1
No;no;176.9;110;11;2;1
No;no;250.5;89;8.4;3;1
Yes;no;282.8;108;10.3;1;3
No;no;142.6;90;14.8;3;0
No;no;276.1;120;11.9;5;1
No;no;154.3;71;13.9;4;0
No;yes;181;88;11.1;3;1
No;no;108.1;81;9;7;1
No;no;252.1;98;5.1;4;2
Yes;no;160.1;64;7.6;12;5
No;no;217.6;82;12.7;3;0
No;no;198.3;144;11.1;4;2
No;no;190.3;97;8.4;3;2
No;no;184.7;63;8.7;5;1
Yes;yes;159.4;47;13.7;2;2
No;no;125.1;56;12.1;2;0
No;no;181.3;100;10.9;2;1
No;yes;99.8;101;7.5;6;0
No;no;254.8;97;9;4;1
Yes;no;244.5;72;7.6;1;5
No;no;167.7;74;10.9;2;1
No;no;79.5;121;11.7;7;2
Yes;no;133;94;9.9;3;4
Yes;no;297.2;113;12.4;6;1
No;no;214.9;72;11.9;2;2
No;no;269.9;99;13.8;1;1
No;no;143.8;102;7.8;4;1
Yes;no;132.2;122;12.9;11;3
No;no;162.8;117;14.2;2;1
Yes;no;351.5;95;11.9;4;1
No;no;165.8;96;10.7;6;0
No;no;195.7;108;11.7;2;2
No;no;250.6;100;9.7;6;2
No;no;141.9;112;9.2;6;1
No;no;168.5;80;8.1;2;1
No;no;127.6;88;10.1;3;0
No;no;197.2;111;4.2;2;1
No;no;217.4;98;7.5;8;1
Yes;yes;97.2;91;10.1;2;1
No;no;87.7;91;12.3;4;1
No;no;186.4;75;12.1;2;1
No;no;180;110;11.8;10;0
No;no;232.4;92;7.7;4;1
No;no;151.6;119;11.6;3;3
No;no;172.2;81;11.1;6;3
No;no;260.9;88;10.6;4;1
No;no;124.4;109;10.2;4;2
No;no;126.8;101;11.4;8;2
No;no;110;107;11.7;3;1
No;no;231.1;92;9.8;5;4
No;no;187.4;74;10.2;1;1
No;no;166.4;114;10.9;3;3
No;yes;172.5;118;12.6;3;1
No;no;141.8;85;10.9;3;1
Yes;yes;159.5;95;5.4;4;5
No;no;218.9;124;11;6;2
No;no;138.7;101;7.8;1;2
Yes;yes;158.1;101;13.9;2;3
No;no;97.9;138;9.2;4;1
Yes;no;103.5;105;11.7;2;5
No;no;206.3;113;8.1;6;2
No;no;211.5;121;13.5;1;3
No;no;229.2;103;7.4;6;3
Yes;no;125;96;10.2;4;1
No;no;141.3;127;8.1;3;3
No;no;119;94;8.8;5;2
Yes;no;260.6;81;12.8;9;0
No;no;149.2;128;12.2;4;1
No;no;163.7;109;10.4;2;1
No;no;223;109;11.6;8;2
No;no;200.2;115;12.8;2;3
No;no;248.6;59;6.5;3;2
No;no;214.2;80;10.3;2;2
No;no;245.6;128;14.2;7;2
No;no;238.6;85;16.2;8;0
No;yes;86.1;97;9.1;3;3
No;no;161.6;94;10.3;7;2
Yes;no;257.9;80;16.8;3;2
No;no;209.2;127;10.6;8;3
No;no;214;57;10.3;2;1
No;no;247.4;106;6.8;1;5
No;no;196;104;9.6;4;0
No;no;129.8;112;8.6;3;1
No;no;239.1;96;14;2;0
Yes;no;133.2;80;12;3;3
No;no;135.7;34;12.2;8;1
No;no;211;117;14;8;1
No;no;135.2;93;10;2;3
No;no;158.2;132;15.1;4;1
Yes;no;140.8;126;6.4;5;4
No;no;160.2;103;12.9;3;1
No;no;153.7;86;9.6;8;1
No;no;237.6;86;14.2;2;2
No;no;182.1;92;7.2;2;2
No;no;198.7;108;9.5;3;2
No;no;151.1;117;9.2;8;1
No;no;219;126;9;8;3
No;no;195.2;84;11.9;3;0
Yes;yes;209.9;79;11.4;2;2
No;no;81.7;133;12.3;6;3
No;yes;130.7;86;11.9;6;0
No;no;265.9;112;14.6;7;1
No;yes;186.5;106;10.5;6;2
Yes;no;185.6;115;6.7;4;4
No;no;249.7;91;10.5;1;1
No;no;204.1;116;8.1;1;2
No;no;135.8;108;6.4;4;0
No;no;83.2;93;10.7;4;1
No;no;211.4;105;9.3;2;2
No;no;185.8;102;13.3;6;2
No;no;123.6;113;10.3;4;0
No;no;202.5;91;10.1;4;3
No;no;169.4;127;10.7;2;1
No;no;135.2;76;9;6;0
No;no;125.1;103;11.8;1;1
Yes;no;287.1;83;11;4;1
No;no;199.7;107;8.3;5;0
No;no;247.6;114;7.1;3;1
No;no;158.5;93;16.6;3;0
No;no;160.8;97;10.3;3;3
No;no;118.5;92;9;6;1
No;no;181;107;9.9;4;7
No;no;140.3;52;11.1;6;1
Yes;yes;160.6;101;8.8;2;1
No;no;111.9;105;10.1;5;1
No;no;120.5;107;10.5;5;0
No;no;156.3;117;6.8;4;1
No;no;242.4;89;5.4;2;1
No;no;178.4;81;10.8;2;1
Yes;no;258.7;94;11.4;2;1
No;no;124.3;104;7.2;3;1
No;no;94.9;114;10.8;6;0
No;no;182;101;13.4;3;4
No;no;162;62;9.1;4;1
No;no;176.6;83;9.4;1;0
No;no;198.8;141;15.2;2;4
No;yes;156.1;98;11.4;4;0
No;no;150.6;106;9.5;5;1
No;no;198.3;100;9.2;5;2
No;no;189.1;141;2.2;7;1
No;no;156.9;74;8.8;2;1
No;no;67;76;11.2;2;1
No;no;261.3;89;10.5;2;0
No;no;135.1;92;14.7;5;3
No;yes;92.1;109;9.7;11;2
No;no;173.5;121;7.8;5;1
No;yes;156.3;82;8.3;7;5
No;no;274.7;79;9.4;10;1
Yes;no;244.7;84;10.5;1;2
No;yes;183.6;96;11.8;4;0
No;no;167.1;80;11.6;3;5
No;no;177.1;120;12.7;5;3
No;no;217.8;120;11.6;3;0
No;no;143.7;96;8.6;1;2
No;no;185;104;14.6;2;1
No;no;235.6;65;11.3;5;1
Yes;yes;265.5;75;14.8;6;2
Yes;no;332.1;91;11.3;3;1
No;yes;223.4;89;7.7;5;3
No;no;163.6;109;12.3;5;0
No;no;190;125;15.9;3;3
No;no;153.7;100;14.1;3;1
No;no;160.3;87;8.7;11;2
No;no;114.5;100;7.8;5;0
No;no;140.9;68;13.6;4;3
No;no;168.4;85;4.6;4;3
Yes;no;150.9;92;8.3;4;5
Yes;no;255.1;96;10.6;2;0
No;no;154;127;8.6;2;6
No;no;94.5;107;15;5;1
No;no;135;116;11.1;15;1
Yes;no;286.9;113;12.6;6;0
No;no;165.4;70;10.4;9;1
Yes;no;222;99;8.2;5;3
No;yes;209.8;85;8.7;6;0
No;no;158.3;99;12.5;3;2
Yes;no;252.3;120;9.2;2;1
Yes;no;255.5;93;12.7;4;1
No;no;101.7;71;7.3;3;3
No;no;227.9;105;14.2;5;3
No;no;185;113;12;2;0
No;no;142.2;96;7.1;4;1
No;no;140;100;13.3;4;1
No;no;157.5;96;10.7;6;2
No;no;237.5;130;10.1;3;0
No;no;164.5;79;9.8;2;1
No;no;190.7;100;12.8;2;0
No;no;215.5;81;10.3;3;1
No;no;119.9;83;16.6;2;1
Yes;yes;196.7;100;7.8;1;4
No;no;230.7;122;8.7;3;2
No;no;131.3;39;8.5;2;2
No;no;167.2;100;6.1;6;3
Yes;no;222.3;102;5.7;2;0
Yes;no;198.6;92;7.3;6;2
No;no;139.4;109;4.6;3;1
No;no;130.4;121;9.8;3;2
No;no;184.6;88;14.3;2;3
Yes;yes;169.7;96;14.2;4;0
No;no;153.2;131;10.1;5;1
No;no;224.5;96;9.1;1;2
Yes;no;247.8;95;9.5;6;1
No;yes;177.1;104;9.7;5;2
No;no;134.5;119;9.3;5;0
No;no;201.8;66;9.5;3;0
No;no;180.5;114;10.2;4;2
No;no;164.5;95;7.4;1;4
Yes;yes;171.9;96;10.5;1;1
No;no;244.2;83;7;4;1
No;no;221.4;69;13.7;4;1
No;no;241.5;114;14.1;3;3
No;no;116.5;77;16.1;2;3
No;no;158.1;107;8.3;7;1
No;no;121.6;81;8.6;5;3
No;no;178.3;94;15;2;0
No;no;215.8;79;5.6;4;2
No;no;222.5;134;9.7;4;2
No;no;264.5;75;8;1;1
No;no;123.7;93;10.6;2;1
No;no;244.8;76;10;3;0
No;no;212.8;108;9.8;11;0
Yes;no;297.4;63;11;2;2
No;no;147.8;95;8.6;8;1
No;yes;187.1;75;5.5;7;2
No;no;236.5;84;8.3;6;2
No;no;186.5;108;11;5;1
Yes;yes;286.1;101;10.3;1;4
No;no;107.2;100;8.3;3;2
No;no;93.1;68;8.7;8;1
No;no;132.4;110;13;6;2
No;no;80.7;99;8.8;3;0
No;no;114.5;103;10.7;3;0
Yes;no;155.5;92;10.5;3;4
No;no;184.7;130;9;4;1
No;no;94.1;127;10.3;6;2
No;no;229.3;110;7.9;4;1
No;no;223.8;109;8.8;8;1
No;no;154.4;141;7.8;3;3
Yes;no;190.2;107;14.2;5;4
No;no;167;120;8.6;2;1
No;no;154.8;113;11.6;5;0
No;no;293.4;122;6.9;6;1
No;no;160.5;113;8.2;3;3
No;no;230.2;110;11.9;2;0
No;no;191.9;95;8.2;5;0
No;no;131.5;119;11.1;7;1
Yes;no;171.6;116;12.1;4;0
Yes;no;242.1;69;10;5;3
No;no;157.3;61;10.6;1;1
No;yes;192.7;82;9;6;1
No;no;175.6;91;9.9;2;1
No;no;239.6;84;11;3;2
No;no;96.9;110;10.8;3;0
No;no;129.5;104;7.2;7;2
No;yes;274;75;7.7;3;4
No;no;111.7;86;11.6;10;2
No;no;142.7;82;5;8;3
No;no;216.7;91;9;4;1
No;no;207.1;106;10.5;2;3
No;no;214.8;86;5.8;3;3
No;no;142.9;67;11.5;6;0
Yes;yes;71.5;126;8.3;2;3
No;no;77.6;113;14.9;4;1
No;no;73.7;66;13;6;3
Yes;no;264.3;90;9.6;3;0
Yes;yes;103.2;100;14;4;2
Yes;yes;114.8;156;15.6;4;1
No;no;212.5;124;5.2;9;3
No;no;288.2;120;13.3;7;1
No;no;192.4;98;11.2;1;0
No;no;102.2;76;10.8;4;1
No;yes;49.5;114;10;4;0
Yes;no;153.2;70;9.8;3;4
No;no;55.5;79;10.1;4;1
No;no;247.2;61;6.6;1;0
No;no;99.7;116;13.9;5;3
No;no;220.2;117;10.8;1;2
No;no;116.9;75;10;8;2
No;no;175.9;98;10.6;5;0
No;no;208;95;11.7;6;3
No;no;239.9;110;12.1;4;1
No;no;136.5;95;9.9;10;1
No;yes;174.8;112;12.7;6;3
No;no;141.5;94;12.9;1;3
No;no;79.2;123;10.2;4;3
No;no;238.9;102;13.4;4;0
No;no;179.8;104;11.1;8;3
Yes;no;225.9;78;13.5;2;2
No;no;189.8;113;13;5;1
Yes;no;267;97;11.3;7;1
No;no;217.3;79;11.5;7;1
No;no;129.1;92;16.8;7;2
No;no;135.5;110;10.7;4;2
Yes;no;183.4;63;10.7;4;4
Yes;no;223;109;7.5;7;3
No;no;125.5;106;15;4;2
No;no;202;60;12;1;2
No;no;140;135;6.1;6;0
No;no;126;90;12.8;1;0
No;no;228.2;68;10.2;6;1
Yes;no;278.4;121;13.7;1;1
No;no;285.3;75;10.5;2;2
No;no;222.9;100;5.6;8;1
No;no;153.7;97;8.3;2;1
Yes;yes;176.1;88;11.2;1;2
No;no;306.9;71;10.5;4;2
No;no;203.4;85;8.3;5;1
No;no;230.7;112;7.9;3;2
No;no;118.9;106;13.1;4;0
No;no;219.5;85;7;3;1
No;yes;252.9;103;11.4;3;0
No;no;172.6;77;10.4;2;1
No;no;174.1;108;11.6;2;0
No;no;262;112;10.7;5;1
No;no;123.3;115;11.2;3;3
No;no;213.6;125;7.5;2;4
Yes;no;210.9;90;10.6;5;3
No;no;143.7;97;11.8;5;1
No;no;171.2;90;14;4;2
Yes;yes;189.6;96;13.9;7;1
No;no;229.5;91;13.2;3;2
Yes;no;128.6;108;10.4;2;4
No;no;214.8;82;7.6;11;1
No;no;187.1;110;8.5;2;2
No;no;209.3;90;7.9;5;0
No;no;141.7;102;11.9;8;0
No;no;173.6;66;5.2;3;1
No;no;176.9;75;6.1;4;1
Yes;yes;198.9;93;14.4;12;0
No;no;109.8;66;10.3;7;0
Yes;no;202.3;105;9;2;3
No;no;221.6;109;6.4;2;0
Yes;no;131.3;105;12.7;4;4
Yes;yes;274;156;11.3;3;3
No;no;200.3;103;15.5;4;1
No;no;202.3;104;11.2;1;3
No;no;204;119;9.4;4;3
No;no;193.1;114;11.1;1;3
No;no;202.2;132;8.6;4;2
No;no;245.1;118;8.1;3;3
No;no;158.3;71;6.6;6;2
No;no;138.1;79;12.1;1;0
No;no;212.7;92;12.9;6;0
Yes;no;304.2;111;9.5;2;7
No;no;212.4;157;9.7;1;2
Yes;yes;137.3;68;8.9;1;1
No;no;161.4;91;12.9;3;1
No;yes;202.9;108;12.8;5;1
No;no;272.2;75;9.2;2;0
No;no;98.2;103;13.9;1;1
No;no;80.8;81;11.7;6;1
No;no;207.2;114;9.3;4;7
No;no;227.7;134;8.9;7;4
No;no;208.8;117;13.4;3;0
No;no;159.9;61;13.4;4;3
No;yes;185.1;101;9;3;3
No;no;139.1;93;11.4;3;1
No;no;155.5;99;13.2;4;1
No;no;180.5;82;10.3;7;2
No;no;204.6;111;5.7;7;1
Yes;yes;220.4;76;11.4;5;1
No;no;223.2;137;8.6;4;2
No;no;109.1;114;9.6;4;0
No;no;136.5;101;10.9;3;2
Yes;yes;192.8;96;13.5;4;1
No;no;179;88;8.8;4;2
Yes;no;293.8;94;13.7;9;0
No;no;226.6;98;11.9;3;2
Yes;no;313.6;110;7.5;5;1
No;no;130.5;66;11.2;5;1
No;no;186.8;102;13;3;0
No;no;110.2;92;12.3;4;2
No;no;228.2;85;10.2;7;0
Yes;yes;176.6;107;16.6;5;2
No;no;241.4;102;9.4;6;0
No;no;174.8;88;8.6;6;3
No;no;171.8;64;10.3;4;1
No;no;190.8;58;12.3;4;1
No;no;212.3;106;9.4;8;3
No;no;159;123;15.2;3;2
No;no;178.4;103;7.2;3;3
No;no;222.1;123;9;3;0
No;no;238.9;96;11;1;6
No;no;101.8;105;7.5;5;1
No;no;190;98;8;6;2
No;no;120;94;8.7;1;1
No;no;145.9;90;8.4;1;2
No;no;179.8;82;12;5;1
No;no;225.7;70;13.8;3;1
No;no;199.7;109;7.1;2;0
No;no;150;63;9.2;5;3
Yes;yes;247.1;114;10.6;2;4
No;no;215.7;75;11.4;5;2
No;no;94.8;102;11.6;3;2
No;no;79.3;115;10.1;4;1
No;no;157.2;81;9.9;9;1
No;no;119.8;123;12.4;5;1
No;no;170.6;116;9.6;13;1
No;no;229.1;86;14.6;2;1
No;no;135.1;112;11.1;6;1
No;yes;136.8;112;10.3;5;2
No;no;239.7;112;11.1;3;2
Yes;yes;159.6;136;7.3;4;4
No;no;231.2;125;12.4;2;4
No;no;203.7;95;7.9;1;3
No;no;157.8;122;5.6;2;2
Yes;no;160.6;110;9.1;4;1
Yes;yes;261.1;96;0;0;3
No;no;138.7;92;9.8;5;1
No;no;226.6;126;12.1;5;1
No;no;229.1;120;11;4;3
No;no;157.4;83;11.4;5;0
Yes;no;185.6;109;10.7;3;1
No;no;217.2;73;5.2;3;4
No;no;183.1;128;12.5;4;0
No;no;218.5;89;4.9;5;4
No;no;143.8;76;12.3;1;0
No;no;223.6;83;4.7;8;4
No;no;189.1;104;8.2;2;1
Yes;no;143;100;12.3;8;4
No;no;147.2;105;13;4;1
No;no;224;75;10.7;5;2
Yes;yes;132.9;132;14.4;11;2
No;no;160.3;110;10.5;4;0
No;no;213.8;103;7.2;6;1
No;no;248.2;128;10;6;2
No;no;174.6;88;12.2;3;3
No;no;205.5;102;6.4;4;0
No;no;209.1;104;14.8;4;3
No;no;251.1;81;12.7;5;0
No;no;187.6;113;9.8;5;3
No;no;137.3;94;9.8;4;1
No;no;197.5;89;19.7;2;1
No;no;221.6;88;8.6;9;1
No;no;200.7;151;10.2;9;1
No;no;226.3;82;8.9;4;0
No;no;212.8;79;11.9;3;2
No;no;213.3;99;10.8;5;1
No;yes;177.1;102;8.8;4;2
No;no;229.2;59;8.5;5;0
Yes;no;129.4;120;12.6;4;4
No;no;203.1;97;9.2;4;4
Yes;yes;232.2;98;10.6;1;7
No;no;138.5;96;7.7;3;2
No;no;189.3;74;8.5;13;3
No;no;141;99;11.7;3;0
No;no;118.6;106;13.3;1;2
Yes;no;254.2;97;13.6;6;0
No;no;176.5;85;8.7;5;1
No;no;234.3;111;5.8;10;3
No;no;147.3;75;13.2;3;2
No;no;171;129;4.6;6;0
No;no;177.9;85;10.3;1;2
No;no;240.6;92;12.7;9;5
No;no;114.4;108;8.9;3;0
No;no;113.9;112;15.6;3;2
No;no;180;65;8.3;6;1
Yes;no;177.4;102;6.6;4;4
No;no;110.8;123;8.9;4;2
No;no;138.7;99;13;5;2
No;no;211.8;99;11.2;4;2
No;no;234.5;113;12.9;3;4
No;no;240.2;86;7.5;4;1
No;no;222.4;105;9.9;8;1
No;no;280.4;95;9.9;1;3
No;no;113.3;137;10.1;7;2
No;no;107;146;7.2;3;2
No;no;184.5;131;13.1;10;1
No;no;163.2;106;9.7;5;1
No;no;193.8;113;12.6;3;3
No;no;185.1;91;12.7;10;2
No;no;151.5;106;12.4;9;3
No;no;143.7;82;9.8;1;2
Yes;yes;169.5;117;9.7;1;0
No;no;211.3;100;6.3;5;0
No;no;184.1;67;13.3;3;0
No;no;154;122;10.8;8;1
No;no;209.4;125;8.1;4;2
No;no;166.3;114;10.4;10;2
No;no;108.6;128;9.3;6;0
No;no;230.3;82;9;2;1
No;no;200.1;44;10.6;5;1
No;no;179.2;95;13.2;2;1
No;no;261.6;83;7.3;3;4
No;no;129.5;94;9.9;5;3
No;no;164;111;9.3;2;1
No;no;230.7;117;9.2;4;2
No;no;207.2;90;0;0;0
No;no;171.9;99;12.5;4;1
No;no;181.7;88;9.5;5;2
No;no;240.7;119;7.7;2;2
No;no;198.2;108;12.1;2;1
No;no;96;95;6.7;3;3
No;no;165.2;109;9.9;4;0
No;no;171.5;75;9.7;6;1
No;no;111.7;68;7.8;4;1
No;no;152.7;98;7.9;3;2
No;no;194.7;105;11.6;3;3
No;no;119.9;108;8.1;7;3
No;no;222.9;129;9.9;2;1
No;no;210.7;46;13.2;3;1
Yes;no;254.6;107;9;18;2
No;no;265;100;10.7;3;1
No;no;172.3;135;11.5;4;3
No;no;259.1;140;12.8;3;0
No;no;211.4;91;11.6;3;1
No;yes;175.9;87;10.4;3;2
Yes;yes;135;108;10.5;1;1
No;yes;115.5;90;7;3;0
No;no;193;82;14.4;3;0
No;no;167.4;105;16;2;1
No;no;190.7;100;12.4;5;1
Yes;no;325.5;128;5.7;7;1
No;no;139;98;14.5;2;3
No;no;155.9;110;11.5;13;0
No;no;182.1;97;15;2;0
No;no;139.8;152;7.9;10;2
No;no;112.7;123;10.4;2;0
No;no;173.2;98;11.5;7;1
No;no;225.6;102;6.7;2;1
No;yes;195.7;123;7.9;6;1
No;no;214;100;11.3;1;0
No;no;271.7;67;17.2;5;1
No;no;257.7;98;9.8;3;1
Yes;yes;133.2;90;12.5;2;1
Yes;no;248.7;113;7.5;3;5
No;no;180.8;93;10.5;7;2
No;yes;229;80;12.4;5;1
Yes;no;276.3;94;7.2;1;1
No;no;133.1;117;10.9;4;3
No;no;248.3;63;9.6;4;1
No;no;230.4;95;10.4;9;3
No;no;185.8;118;10.7;9;1
No;no;183.9;88;16.6;7;2
No;yes;132.9;86;7.8;3;0
No;no;221;109;8.6;5;3
No;no;179;81;15.8;7;1
No;yes;188.8;119;5.8;3;3
Yes;yes;135.6;101;9.8;3;4
No;yes;172.5;103;10.8;4;2
No;no;132.6;100;0;0;1
No;no;127.7;81;4.7;6;1
No;no;156.3;75;8.8;2;1
Yes;no;234.6;102;11.6;4;1
No;no;202.1;95;13.1;7;1
No;no;272.2;112;11.6;2;1
No;no;245.2;109;9.1;8;1
No;no;207.6;82;11.2;6;1
No;no;222.9;97;10.1;3;1
Yes;no;273.8;96;10.8;3;1
No;no;192.8;98;11.4;6;2
No;no;268.7;81;9.4;6;0
No;no;178.8;91;9;8;1
No;no;197.3;82;7.4;3;1
No;no;233.9;97;9.5;4;1
No;yes;207.1;87;4.4;5;2
No;no;136.8;84;5;3;2
No;no;159.4;126;11.1;4;1
No;no;112.1;122;11.1;5;0
No;no;238.6;117;10;8;4
No;yes;163.5;85;9.8;4;1
No;yes;127.2;94;11.2;3;2
No;no;145.8;95;9.6;5;0
No;no;250.1;108;11.1;3;2
No;no;234.2;110;7.1;4;0
No;no;101.5;83;11.7;4;3
No;no;119.6;133;13;3;1
No;no;221.9;66;10.7;6;1
No;no;158.2;85;7.7;7;1
No;no;193.2;139;7.8;2;1
No;no;217.7;108;8.8;6;1
No;no;199.8;94;10.1;4;0
No;no;171.9;77;14.6;4;2
Yes;no;67.7;67;12.3;2;6
No;no;228.2;90;10.5;4;4
No;no;191.5;93;14.1;9;1
No;no;171.5;86;8.5;2;2
No;no;151.1;92;9.8;4;0
No;no;134.3;99;7.6;2;3
No;no;117.8;64;10.9;5;1
No;no;181.2;71;12.1;2;3
No;no;152.3;91;9;3;2
No;no;204.4;91;11.5;3;2
No;no;283.9;98;11.3;5;2
No;no;142.7;94;10;4;0
No;no;145.4;92;9.3;3;2
No;no;211.7;94;7.2;2;4
No;no;192.6;129;11.4;2;3
No;no;52;60;12.3;2;2
No;no;237.7;94;9.5;3;1
No;no;203.6;108;12;5;1
No;no;192.4;79;8.3;5;1
No;no;212.5;88;8.6;6;0
No;no;114.4;114;11.6;4;3
No;no;222.8;82;13.3;5;1
No;no;207.7;75;11.6;6;2
No;no;249.4;117;12.3;2;1
No;no;157.9;84;11.5;3;3
Yes;no;137.9;160;14.3;3;5
No;no;176;97;8.5;5;1
No;no;158.8;120;6.2;6;2
No;no;234;117;9.8;3;1
No;no;132.3;105;5.4;3;0
No;no;276.6;76;6.8;3;3
Yes;no;108.2;92;13.2;11;4
No;no;156;94;14.3;3;0
No;no;208.5;124;9.8;3;0
No;no;243.4;88;9.7;4;2
Yes;yes;275.4;89;9.4;2;0
No;no;198.1;89;7;3;1
No;no;109.8;112;17.8;2;1
No;no;120.5;99;8.6;2;2
Yes;no;256.6;96;11.1;3;1
Yes;yes;200;98;8.9;2;0
No;no;85.8;88;11;2;1
No;no;174;96;11.4;3;1
No;no;221.4;95;10;3;1
No;no;133.1;52;11.9;3;3
No;no;195.2;77;12.2;4;2
No;no;246.4;108;14.1;8;2
No;no;199.2;80;9.6;4;2
No;no;235.4;92;8.9;2;3
No;yes;170.9;73;6.1;7;2
No;no;155.9;90;8;2;2
No;no;102.4;102;7.1;5;2
No;no;200.5;117;16.3;6;3
No;no;192.2;101;8;6;1
No;no;202.7;124;14.7;6;1
Yes;no;84.3;116;8.3;6;4
No;no;168;127;11.8;5;0
No;yes;278.1;86;11.3;4;0
No;no;128.3;89;11.2;5;1
No;no;227.8;107;12.4;3;0
Yes;yes;54.8;74;13.4;5;1
No;no;140.2;102;14;1;1
Yes;no;271.2;110;13.2;4;0
No;no;180;116;10.1;5;2
No;no;189.8;122;12.7;2;1
No;no;257.3;117;8.2;5;3
No;no;103.3;93;11.4;6;1
No;no;208.1;115;12.4;9;3
No;no;195.1;65;9.2;6;2
No;no;162.6;97;11.3;4;1
No;no;168.4;74;8;4;1
No;no;197.8;84;5.7;4;1
No;no;212.4;118;9.8;5;1
No;no;63.7;114;8.8;4;0
No;no;193.8;90;10.1;9;3
No;no;144;81;8.5;6;3
No;no;189;91;15.7;1;3
No;no;127.5;126;13;3;1
No;no;168.9;98;14.3;3;0
No;no;204.7;100;12.1;4;2
No;no;203.5;125;13.6;5;1
No;no;226.8;87;9.2;3;0
No;no;152.1;114;7.5;6;0
No;no;139.1;95;11.8;5;2
No;no;150.5;121;8.3;2;0
No;no;231.9;73;11.5;3;3
No;no;207.1;79;7.4;8;1
Yes;no;225.4;104;15.3;5;2
No;no;116.4;115;12.8;4;1
No;no;195.7;104;8.6;9;0
No;no;79.4;99;9.1;5;0
Yes;no;102.9;114;11;4;6
No;no;99.7;74;14.4;4;0
No;no;213.4;107;7.9;4;0
No;no;185.1;103;13.2;6;5
No;no;166.5;101;11.5;10;3
No;no;220.1;100;11.6;8;1
No;yes;78.4;117;7.2;5;0
No;no;102.8;93;8.9;5;1
Yes;yes;160.3;115;11.7;2;0
No;no;181.3;134;10.3;3;1
Yes;no;281.1;113;10.9;3;1
No;no;172.5;56;6.9;2;3
Yes;no;251.3;91;12.9;2;1
No;no;141.9;103;10.9;11;1
No;no;148;96;9.7;5;3
Yes;yes;200.7;72;13.4;7;2
No;no;238.3;83;9.4;6;5
No;no;220.1;103;7.4;5;2
No;no;124.7;99;8;3;0
No;no;147;101;9.2;3;1
No;no;194.2;107;11.2;2;2
No;no;214.9;91;8.1;2;0
Yes;no;269.8;94;4.7;6;1
No;no;151.2;147;11.1;2;2
No;no;111.3;110;10.2;12;1
No;no;273.8;120;11.2;3;0
No;no;142.6;88;14;4;1
